decision_id	condition	region_or_class	review_type	historical_label_or_profile	current_evidence_status	GO_matching_term_count	KEGG_matching_term_count	GO_evidence_change	KEGG_evidence_change	architecture_context	historical_interpretation	recommended_action_options	author_decision	author_notes
REP_021	GAM	Highly Stable Down	REPRESENTATIVE_FEATURE	RvY_04784	RETAIN_WITH_REVISED_RATIONALE	0	0			stability_region=Highly Stable; dominant_state=down	frozen annotated Stable/Highly Stable directional representative ranking	RETAIN;RETAIN_WITH_REVISED_WORDING;PARTIALLY_RETAIN;DROP;REVIEW_FURTHER	RETAIN_WITH_REVISED_WORDING	Retain the existing representative candidate. Revise the rationale so it refers only to current FSF classification, annotation, and current GO/KEGG evidence. Do not introduce a new representative-selection analysis.
REP_022	GAM	Highly Stable Up	REPRESENTATIVE_FEATURE	RvY_06070-1	RETAIN_WITH_REVISED_RATIONALE	0	0			stability_region=Highly Stable; dominant_state=up	frozen annotated Stable/Highly Stable directional representative ranking	RETAIN;RETAIN_WITH_REVISED_WORDING;PARTIALLY_RETAIN;DROP;REVIEW_FURTHER	RETAIN_WITH_REVISED_WORDING	Retain the existing representative candidate. Revise the rationale so it refers only to current FSF classification, annotation, and current GO/KEGG evidence. Do not introduce a new representative-selection analysis.
REP_023	GAM	Highly Stable Down	REPRESENTATIVE_FEATURE	RvY_06251-1	RETAIN_WITH_REVISED_RATIONALE	0	0			stability_region=Highly Stable; dominant_state=down	frozen annotated Stable/Highly Stable directional representative ranking	RETAIN;RETAIN_WITH_REVISED_WORDING;PARTIALLY_RETAIN;DROP;REVIEW_FURTHER	RETAIN_WITH_REVISED_WORDING	Retain the existing representative candidate. Revise the rationale so it refers only to current FSF classification, annotation, and current GO/KEGG evidence. Do not introduce a new representative-selection analysis.
REP_024	GAM	Highly Stable Up	REPRESENTATIVE_FEATURE	RvY_11340-1	RETAIN_WITH_REVISED_RATIONALE	0	0			stability_region=Highly Stable; dominant_state=up	frozen annotated Stable/Highly Stable directional representative ranking	RETAIN;RETAIN_WITH_REVISED_WORDING;PARTIALLY_RETAIN;DROP;REVIEW_FURTHER	RETAIN_WITH_REVISED_WORDING	Retain the existing representative candidate. Revise the rationale so it refers only to current FSF classification, annotation, and current GO/KEGG evidence. Do not introduce a new representative-selection analysis.
REP_025	GAM	Highly Stable Up	REPRESENTATIVE_FEATURE	RvY_13293	RETAIN_WITH_REVISED_RATIONALE	0	0			stability_region=Highly Stable; dominant_state=up	frozen annotated Stable/Highly Stable directional representative ranking	RETAIN;RETAIN_WITH_REVISED_WORDING;PARTIALLY_RETAIN;DROP;REVIEW_FURTHER	RETAIN_WITH_REVISED_WORDING	Retain the existing representative candidate. Revise the rationale so it refers only to current FSF classification, annotation, and current GO/KEGG evidence. Do not introduce a new representative-selection analysis.
REP_026	HT	Highly Stable Up	REPRESENTATIVE_FEATURE	RvY_00023	RETAIN_WITH_REVISED_RATIONALE	0	0			stability_region=Highly Stable; dominant_state=up	frozen annotated Stable/Highly Stable directional representative ranking	RETAIN;RETAIN_WITH_REVISED_WORDING;PARTIALLY_RETAIN;DROP;REVIEW_FURTHER	RETAIN_WITH_REVISED_WORDING	Retain the existing representative candidate. Revise the rationale so it refers only to current FSF classification, annotation, and current GO/KEGG evidence. Do not introduce a new representative-selection analysis.
REP_027	HT	Highly Stable Down	REPRESENTATIVE_FEATURE	RvY_00370-1	RETAIN_WITH_REVISED_RATIONALE	0	0			stability_region=Highly Stable; dominant_state=down	frozen annotated Stable/Highly Stable directional representative ranking	RETAIN;RETAIN_WITH_REVISED_WORDING;PARTIALLY_RETAIN;DROP;REVIEW_FURTHER	RETAIN_WITH_REVISED_WORDING	Retain the existing representative candidate. Revise the rationale so it refers only to current FSF classification, annotation, and current GO/KEGG evidence. Do not introduce a new representative-selection analysis.
REP_028	HT	Highly Stable Down	REPRESENTATIVE_FEATURE	RvY_00402-1	RETAIN_WITH_REVISED_RATIONALE	0	0			stability_region=Highly Stable; dominant_state=down	frozen annotated Stable/Highly Stable directional representative ranking	RETAIN;RETAIN_WITH_REVISED_WORDING;PARTIALLY_RETAIN;DROP;REVIEW_FURTHER	RETAIN_WITH_REVISED_WORDING	Retain the existing representative candidate. Revise the rationale so it refers only to current FSF classification, annotation, and current GO/KEGG evidence. Do not introduce a new representative-selection analysis.
REP_029	HT	Highly Stable Up	REPRESENTATIVE_FEATURE	RvY_00497-1	RETAIN_WITH_REVISED_RATIONALE	0	0			stability_region=Highly Stable; dominant_state=up	frozen annotated Stable/Highly Stable directional representative ranking	RETAIN;RETAIN_WITH_REVISED_WORDING;PARTIALLY_RETAIN;DROP;REVIEW_FURTHER	RETAIN_WITH_REVISED_WORDING	Retain the existing representative candidate. Revise the rationale so it refers only to current FSF classification, annotation, and current GO/KEGG evidence. Do not introduce a new representative-selection analysis.
REP_030	HT	Highly Stable Up	REPRESENTATIVE_FEATURE	RvY_00556-1	RETAIN_WITH_REVISED_RATIONALE	0	0			stability_region=Highly Stable; dominant_state=up	frozen annotated Stable/Highly Stable directional representative ranking	RETAIN;RETAIN_WITH_REVISED_WORDING;PARTIALLY_RETAIN;DROP;REVIEW_FURTHER	RETAIN_WITH_REVISED_WORDING	Retain the existing representative candidate. Revise the rationale so it refers only to current FSF classification, annotation, and current GO/KEGG evidence. Do not introduce a new representative-selection analysis.
REP_031	HT	Highly Stable Up	REPRESENTATIVE_FEATURE	RvY_00601-1	RETAIN_WITH_REVISED_RATIONALE	0	0			stability_region=Highly Stable; dominant_state=up	frozen annotated Stable/Highly Stable directional representative ranking	RETAIN;RETAIN_WITH_REVISED_WORDING;PARTIALLY_RETAIN;DROP;REVIEW_FURTHER	RETAIN_WITH_REVISED_WORDING	Retain the existing representative candidate. Revise the rationale so it refers only to current FSF classification, annotation, and current GO/KEGG evidence. Do not introduce a new representative-selection analysis.
REP_032	HT	Highly Stable Up	REPRESENTATIVE_FEATURE	RvY_00670-1	RETAIN_WITH_REVISED_RATIONALE	0	0			stability_region=Highly Stable; dominant_state=up	frozen annotated Stable/Highly Stable directional representative ranking	RETAIN;RETAIN_WITH_REVISED_WORDING;PARTIALLY_RETAIN;DROP;REVIEW_FURTHER	RETAIN_WITH_REVISED_WORDING	Retain the existing representative candidate. Revise the rationale so it refers only to current FSF classification, annotation, and current GO/KEGG evidence. Do not introduce a new representative-selection analysis.
REP_033	HT	Highly Stable Up	REPRESENTATIVE_FEATURE	RvY_00675-1	RETAIN_WITH_REVISED_RATIONALE	0	0			stability_region=Highly Stable; dominant_state=up	frozen annotated Stable/Highly Stable directional representative ranking	RETAIN;RETAIN_WITH_REVISED_WORDING;PARTIALLY_RETAIN;DROP;REVIEW_FURTHER	RETAIN_WITH_REVISED_WORDING	Retain the existing representative candidate. Revise the rationale so it refers only to current FSF classification, annotation, and current GO/KEGG evidence. Do not introduce a new representative-selection analysis.
REP_034	HT	Highly Stable Down	REPRESENTATIVE_FEATURE	RvY_00770-1	RETAIN_WITH_REVISED_RATIONALE	0	0			stability_region=Highly Stable; dominant_state=down	frozen annotated Stable/Highly Stable directional representative ranking	RETAIN;RETAIN_WITH_REVISED_WORDING;PARTIALLY_RETAIN;DROP;REVIEW_FURTHER	RETAIN_WITH_REVISED_WORDING	Retain the existing representative candidate. Revise the rationale so it refers only to current FSF classification, annotation, and current GO/KEGG evidence. Do not introduce a new representative-selection analysis.
REP_035	LT	Highly Stable Up	REPRESENTATIVE_FEATURE	RvY_00461-1	RETAIN_WITH_REVISED_RATIONALE	0	0			stability_region=Highly Stable; dominant_state=up	frozen annotated Stable/Highly Stable directional representative ranking	RETAIN;RETAIN_WITH_REVISED_WORDING;PARTIALLY_RETAIN;DROP;REVIEW_FURTHER	RETAIN_WITH_REVISED_WORDING	Retain the existing representative candidate. Revise the rationale so it refers only to current FSF classification, annotation, and current GO/KEGG evidence. Do not introduce a new representative-selection analysis.
REP_036	LT	Highly Stable Down	REPRESENTATIVE_FEATURE	RvY_02287-1	RETAIN_WITH_REVISED_RATIONALE	0	0			stability_region=Highly Stable; dominant_state=down	frozen annotated Stable/Highly Stable directional representative ranking	RETAIN;RETAIN_WITH_REVISED_WORDING;PARTIALLY_RETAIN;DROP;REVIEW_FURTHER	RETAIN_WITH_REVISED_WORDING	Retain the existing representative candidate. Revise the rationale so it refers only to current FSF classification, annotation, and current GO/KEGG evidence. Do not introduce a new representative-selection analysis.
REP_037	LT	Highly Stable Up	REPRESENTATIVE_FEATURE	RvY_03027-1	RETAIN_WITH_REVISED_RATIONALE	0	0			stability_region=Highly Stable; dominant_state=up	frozen annotated Stable/Highly Stable directional representative ranking	RETAIN;RETAIN_WITH_REVISED_WORDING;PARTIALLY_RETAIN;DROP;REVIEW_FURTHER	RETAIN_WITH_REVISED_WORDING	Retain the existing representative candidate. Revise the rationale so it refers only to current FSF classification, annotation, and current GO/KEGG evidence. Do not introduce a new representative-selection analysis.
REP_038	LT	Highly Stable Up	REPRESENTATIVE_FEATURE	RvY_03239-1	RETAIN_WITH_REVISED_RATIONALE	0	0			stability_region=Highly Stable; dominant_state=up	frozen annotated Stable/Highly Stable directional representative ranking	RETAIN;RETAIN_WITH_REVISED_WORDING;PARTIALLY_RETAIN;DROP;REVIEW_FURTHER	RETAIN_WITH_REVISED_WORDING	Retain the existing representative candidate. Revise the rationale so it refers only to current FSF classification, annotation, and current GO/KEGG evidence. Do not introduce a new representative-selection analysis.
REP_039	LT	Highly Stable Up	REPRESENTATIVE_FEATURE	RvY_03957-1	RETAIN_WITH_REVISED_RATIONALE	0	0			stability_region=Highly Stable; dominant_state=up	frozen annotated Stable/Highly Stable directional representative ranking	RETAIN;RETAIN_WITH_REVISED_WORDING;PARTIALLY_RETAIN;DROP;REVIEW_FURTHER	RETAIN_WITH_REVISED_WORDING	Retain the existing representative candidate. Revise the rationale so it refers only to current FSF classification, annotation, and current GO/KEGG evidence. Do not introduce a new representative-selection analysis.
REP_040	LT	Highly Stable Up	REPRESENTATIVE_FEATURE	RvY_04937-1	RETAIN_WITH_REVISED_RATIONALE	0	0			stability_region=Highly Stable; dominant_state=up	frozen annotated Stable/Highly Stable directional representative ranking	RETAIN;RETAIN_WITH_REVISED_WORDING;PARTIALLY_RETAIN;DROP;REVIEW_FURTHER	RETAIN_WITH_REVISED_WORDING	Retain the existing representative candidate. Revise the rationale so it refers only to current FSF classification, annotation, and current GO/KEGG evidence. Do not introduce a new representative-selection analysis.
REP_041	LT	Highly Stable Down	REPRESENTATIVE_FEATURE	RvY_05937-1	RETAIN_WITH_REVISED_RATIONALE	0	0			stability_region=Highly Stable; dominant_state=down	frozen annotated Stable/Highly Stable directional representative ranking	RETAIN;RETAIN_WITH_REVISED_WORDING;PARTIALLY_RETAIN;DROP;REVIEW_FURTHER	RETAIN_WITH_REVISED_WORDING	Retain the existing representative candidate. Revise the rationale so it refers only to current FSF classification, annotation, and current GO/KEGG evidence. Do not introduce a new representative-selection analysis.
REP_042	LT	Highly Stable Up	REPRESENTATIVE_FEATURE	RvY_06070-1	RETAIN_WITH_REVISED_RATIONALE	0	0			stability_region=Highly Stable; dominant_state=up	frozen annotated Stable/Highly Stable directional representative ranking	RETAIN;RETAIN_WITH_REVISED_WORDING;PARTIALLY_RETAIN;DROP;REVIEW_FURTHER	RETAIN_WITH_REVISED_WORDING	Retain the existing representative candidate. Revise the rationale so it refers only to current FSF classification, annotation, and current GO/KEGG evidence. Do not introduce a new representative-selection analysis.
REP_043	LT	Highly Stable Up	REPRESENTATIVE_FEATURE	RvY_06664-1	RETAIN_WITH_REVISED_RATIONALE	0	0			stability_region=Highly Stable; dominant_state=up	frozen annotated Stable/Highly Stable directional representative ranking	RETAIN;RETAIN_WITH_REVISED_WORDING;PARTIALLY_RETAIN;DROP;REVIEW_FURTHER	RETAIN_WITH_REVISED_WORDING	Retain the existing representative candidate. Revise the rationale so it refers only to current FSF classification, annotation, and current GO/KEGG evidence. Do not introduce a new representative-selection analysis.
REP_044	LT	Highly Stable Down	REPRESENTATIVE_FEATURE	RvY_09228-1	RETAIN_WITH_REVISED_RATIONALE	0	0			stability_region=Highly Stable; dominant_state=down	frozen annotated Stable/Highly Stable directional representative ranking	RETAIN;RETAIN_WITH_REVISED_WORDING;PARTIALLY_RETAIN;DROP;REVIEW_FURTHER	RETAIN_WITH_REVISED_WORDING	Retain the existing representative candidate. Revise the rationale so it refers only to current FSF classification, annotation, and current GO/KEGG evidence. Do not introduce a new representative-selection analysis.
REP_045	LT	Highly Stable Up	REPRESENTATIVE_FEATURE	RvY_11665-1	RETAIN_WITH_REVISED_RATIONALE	0	0			stability_region=Highly Stable; dominant_state=up	frozen annotated Stable/Highly Stable directional representative ranking	RETAIN;RETAIN_WITH_REVISED_WORDING;PARTIALLY_RETAIN;DROP;REVIEW_FURTHER	RETAIN_WITH_REVISED_WORDING	Retain the existing representative candidate. Revise the rationale so it refers only to current FSF classification, annotation, and current GO/KEGG evidence. Do not introduce a new representative-selection analysis.
REP_046	LT	Highly Stable Down	REPRESENTATIVE_FEATURE	RvY_12128-1	RETAIN_WITH_REVISED_RATIONALE	0	0			stability_region=Highly Stable; dominant_state=down	frozen annotated Stable/Highly Stable directional representative ranking	RETAIN;RETAIN_WITH_REVISED_WORDING;PARTIALLY_RETAIN;DROP;REVIEW_FURTHER	RETAIN_WITH_REVISED_WORDING	Retain the existing representative candidate. Revise the rationale so it refers only to current FSF classification, annotation, and current GO/KEGG evidence. Do not introduce a new representative-selection analysis.
REP_047	LT	Highly Stable Up	REPRESENTATIVE_FEATURE	RvY_12441-1	RETAIN_WITH_REVISED_RATIONALE	0	0			stability_region=Highly Stable; dominant_state=up	frozen annotated Stable/Highly Stable directional representative ranking	RETAIN;RETAIN_WITH_REVISED_WORDING;PARTIALLY_RETAIN;DROP;REVIEW_FURTHER	RETAIN_WITH_REVISED_WORDING	Retain the existing representative candidate. Revise the rationale so it refers only to current FSF classification, annotation, and current GO/KEGG evidence. Do not introduce a new representative-selection analysis.
REP_048	LT	Highly Stable Up	REPRESENTATIVE_FEATURE	RvY_12770-1	RETAIN_WITH_REVISED_RATIONALE	0	0			stability_region=Highly Stable; dominant_state=up	frozen annotated Stable/Highly Stable directional representative ranking	RETAIN;RETAIN_WITH_REVISED_WORDING;PARTIALLY_RETAIN;DROP;REVIEW_FURTHER	RETAIN_WITH_REVISED_WORDING	Retain the existing representative candidate. Revise the rationale so it refers only to current FSF classification, annotation, and current GO/KEGG evidence. Do not introduce a new representative-selection analysis.
REP_049	LT	Highly Stable Down	REPRESENTATIVE_FEATURE	RvY_14593-1	RETAIN_WITH_REVISED_RATIONALE	0	0			stability_region=Highly Stable; dominant_state=down	frozen annotated Stable/Highly Stable directional representative ranking	RETAIN;RETAIN_WITH_REVISED_WORDING;PARTIALLY_RETAIN;DROP;REVIEW_FURTHER	RETAIN_WITH_REVISED_WORDING	Retain the existing representative candidate. Revise the rationale so it refers only to current FSF classification, annotation, and current GO/KEGG evidence. Do not introduce a new representative-selection analysis.
REP_050	LT	Highly Stable Up	REPRESENTATIVE_FEATURE	RvY_15008-1	RETAIN_WITH_REVISED_RATIONALE	0	0			stability_region=Highly Stable; dominant_state=up	frozen annotated Stable/Highly Stable directional representative ranking	RETAIN;RETAIN_WITH_REVISED_WORDING;PARTIALLY_RETAIN;DROP;REVIEW_FURTHER	RETAIN_WITH_REVISED_WORDING	Retain the existing representative candidate. Revise the rationale so it refers only to current FSF classification, annotation, and current GO/KEGG evidence. Do not introduce a new representative-selection analysis.
REP_051	LT	Highly Stable Up	REPRESENTATIVE_FEATURE	RvY_16043-1	RETAIN_WITH_REVISED_RATIONALE	0	0			stability_region=Highly Stable; dominant_state=up	frozen annotated Stable/Highly Stable directional representative ranking	RETAIN;RETAIN_WITH_REVISED_WORDING;PARTIALLY_RETAIN;DROP;REVIEW_FURTHER	RETAIN_WITH_REVISED_WORDING	Retain the existing representative candidate. Revise the rationale so it refers only to current FSF classification, annotation, and current GO/KEGG evidence. Do not introduce a new representative-selection analysis.
REP_052	LT	Highly Stable Up	REPRESENTATIVE_FEATURE	RvY_16531-1	RETAIN_WITH_REVISED_RATIONALE	0	0			stability_region=Highly Stable; dominant_state=up	frozen annotated Stable/Highly Stable directional representative ranking	RETAIN;RETAIN_WITH_REVISED_WORDING;PARTIALLY_RETAIN;DROP;REVIEW_FURTHER	RETAIN_WITH_REVISED_WORDING	Retain the existing representative candidate. Revise the rationale so it refers only to current FSF classification, annotation, and current GO/KEGG evidence. Do not introduce a new representative-selection analysis.
REP_053	LT	Highly Stable Up	REPRESENTATIVE_FEATURE	RvY_16785-1	RETAIN_WITH_REVISED_RATIONALE	0	0			stability_region=Highly Stable; dominant_state=up	frozen annotated Stable/Highly Stable directional representative ranking	RETAIN;RETAIN_WITH_REVISED_WORDING;PARTIALLY_RETAIN;DROP;REVIEW_FURTHER	RETAIN_WITH_REVISED_WORDING	Retain the existing representative candidate. Revise the rationale so it refers only to current FSF classification, annotation, and current GO/KEGG evidence. Do not introduce a new representative-selection analysis.
REP_054	LT	Highly Stable Up	REPRESENTATIVE_FEATURE	RvY_18425-1	RETAIN_WITH_REVISED_RATIONALE	0	0			stability_region=Highly Stable; dominant_state=up	frozen annotated Stable/Highly Stable directional representative ranking	RETAIN;RETAIN_WITH_REVISED_WORDING;PARTIALLY_RETAIN;DROP;REVIEW_FURTHER	RETAIN_WITH_REVISED_WORDING	Retain the existing representative candidate. Revise the rationale so it refers only to current FSF classification, annotation, and current GO/KEGG evidence. Do not introduce a new representative-selection analysis.
REP_055	OSM	Highly Stable Down	REPRESENTATIVE_FEATURE	RvY_00460-1	RETAIN_WITH_REVISED_RATIONALE	0	0			stability_region=Highly Stable; dominant_state=down	frozen annotated Stable/Highly Stable directional representative ranking	RETAIN;RETAIN_WITH_REVISED_WORDING;PARTIALLY_RETAIN;DROP;REVIEW_FURTHER	RETAIN_WITH_REVISED_WORDING	Retain the existing representative candidate. Revise the rationale so it refers only to current FSF classification, annotation, and current GO/KEGG evidence. Do not introduce a new representative-selection analysis.
REP_056	OSM	Highly Stable Down	REPRESENTATIVE_FEATURE	RvY_00916-1	RETAIN_WITH_REVISED_RATIONALE	0	0			stability_region=Highly Stable; dominant_state=down	frozen annotated Stable/Highly Stable directional representative ranking	RETAIN;RETAIN_WITH_REVISED_WORDING;PARTIALLY_RETAIN;DROP;REVIEW_FURTHER	RETAIN_WITH_REVISED_WORDING	Retain the existing representative candidate. Revise the rationale so it refers only to current FSF classification, annotation, and current GO/KEGG evidence. Do not introduce a new representative-selection analysis.
REP_057	OSM	Highly Stable Down	REPRESENTATIVE_FEATURE	RvY_01503-1	RETAIN_WITH_REVISED_RATIONALE	0	0			stability_region=Highly Stable; dominant_state=down	frozen annotated Stable/Highly Stable directional representative ranking	RETAIN;RETAIN_WITH_REVISED_WORDING;PARTIALLY_RETAIN;DROP;REVIEW_FURTHER	RETAIN_WITH_REVISED_WORDING	Retain the existing representative candidate. Revise the rationale so it refers only to current FSF classification, annotation, and current GO/KEGG evidence. Do not introduce a new representative-selection analysis.
REP_058	OSM	Highly Stable Down	REPRESENTATIVE_FEATURE	RvY_01828-1	RETAIN_WITH_REVISED_RATIONALE	0	0			stability_region=Highly Stable; dominant_state=down	frozen annotated Stable/Highly Stable directional representative ranking	RETAIN;RETAIN_WITH_REVISED_WORDING;PARTIALLY_RETAIN;DROP;REVIEW_FURTHER	RETAIN_WITH_REVISED_WORDING	Retain the existing representative candidate. Revise the rationale so it refers only to current FSF classification, annotation, and current GO/KEGG evidence. Do not introduce a new representative-selection analysis.
REP_059	OSM	Highly Stable Down	REPRESENTATIVE_FEATURE	RvY_02109	RETAIN_WITH_REVISED_RATIONALE	0	0			stability_region=Highly Stable; dominant_state=down	frozen annotated Stable/Highly Stable directional representative ranking	RETAIN;RETAIN_WITH_REVISED_WORDING;PARTIALLY_RETAIN;DROP;REVIEW_FURTHER	RETAIN_WITH_REVISED_WORDING	Retain the existing representative candidate. Revise the rationale so it refers only to current FSF classification, annotation, and current GO/KEGG evidence. Do not introduce a new representative-selection analysis.
REP_060	OSM	Highly Stable Up	REPRESENTATIVE_FEATURE	RvY_02778-1	RETAIN_WITH_REVISED_RATIONALE	0	0			stability_region=Highly Stable; dominant_state=up	frozen annotated Stable/Highly Stable directional representative ranking	RETAIN;RETAIN_WITH_REVISED_WORDING;PARTIALLY_RETAIN;DROP;REVIEW_FURTHER	RETAIN_WITH_REVISED_WORDING	Retain the existing representative candidate. Revise the rationale so it refers only to current FSF classification, annotation, and current GO/KEGG evidence. Do not introduce a new representative-selection analysis.
REP_061	OSM	Highly Stable Down	REPRESENTATIVE_FEATURE	RvY_03260	RETAIN_WITH_REVISED_RATIONALE	0	0			stability_region=Highly Stable; dominant_state=down	frozen annotated Stable/Highly Stable directional representative ranking	RETAIN;RETAIN_WITH_REVISED_WORDING;PARTIALLY_RETAIN;DROP;REVIEW_FURTHER	RETAIN_WITH_REVISED_WORDING	Retain the existing representative candidate. Revise the rationale so it refers only to current FSF classification, annotation, and current GO/KEGG evidence. Do not introduce a new representative-selection analysis.
REP_062	OSM	Highly Stable Down	REPRESENTATIVE_FEATURE	RvY_03921-1	RETAIN_WITH_REVISED_RATIONALE	0	0			stability_region=Highly Stable; dominant_state=down	frozen annotated Stable/Highly Stable directional representative ranking	RETAIN;RETAIN_WITH_REVISED_WORDING;PARTIALLY_RETAIN;DROP;REVIEW_FURTHER	RETAIN_WITH_REVISED_WORDING	Retain the existing representative candidate. Revise the rationale so it refers only to current FSF classification, annotation, and current GO/KEGG evidence. Do not introduce a new representative-selection analysis.
REP_063	OSM	Highly Stable Up	REPRESENTATIVE_FEATURE	RvY_04545	RETAIN_WITH_REVISED_RATIONALE	0	0			stability_region=Highly Stable; dominant_state=up	frozen annotated Stable/Highly Stable directional representative ranking	RETAIN;RETAIN_WITH_REVISED_WORDING;PARTIALLY_RETAIN;DROP;REVIEW_FURTHER	RETAIN_WITH_REVISED_WORDING	Retain the existing representative candidate. Revise the rationale so it refers only to current FSF classification, annotation, and current GO/KEGG evidence. Do not introduce a new representative-selection analysis.
REP_064	OSM	Highly Stable Up	REPRESENTATIVE_FEATURE	RvY_04778	RETAIN_WITH_REVISED_RATIONALE	0	0			stability_region=Highly Stable; dominant_state=up	frozen annotated Stable/Highly Stable directional representative ranking	RETAIN;RETAIN_WITH_REVISED_WORDING;PARTIALLY_RETAIN;DROP;REVIEW_FURTHER	RETAIN_WITH_REVISED_WORDING	Retain the existing representative candidate. Revise the rationale so it refers only to current FSF classification, annotation, and current GO/KEGG evidence. Do not introduce a new representative-selection analysis.
REP_065	OSM	Highly Stable Up	REPRESENTATIVE_FEATURE	RvY_05021-1	RETAIN_WITH_REVISED_RATIONALE	0	0			stability_region=Highly Stable; dominant_state=up	frozen annotated Stable/Highly Stable directional representative ranking	RETAIN;RETAIN_WITH_REVISED_WORDING;PARTIALLY_RETAIN;DROP;REVIEW_FURTHER	RETAIN_WITH_REVISED_WORDING	Retain the existing representative candidate. Revise the rationale so it refers only to current FSF classification, annotation, and current GO/KEGG evidence. Do not introduce a new representative-selection analysis.
REP_066	OSM	Highly Stable Down	REPRESENTATIVE_FEATURE	RvY_05518-1	RETAIN_WITH_REVISED_RATIONALE	0	0			stability_region=Highly Stable; dominant_state=down	frozen annotated Stable/Highly Stable directional representative ranking	RETAIN;RETAIN_WITH_REVISED_WORDING;PARTIALLY_RETAIN;DROP;REVIEW_FURTHER	RETAIN_WITH_REVISED_WORDING	Retain the existing representative candidate. Revise the rationale so it refers only to current FSF classification, annotation, and current GO/KEGG evidence. Do not introduce a new representative-selection analysis.
REP_067	OSM	Highly Stable Up	REPRESENTATIVE_FEATURE	RvY_05550	RETAIN_WITH_REVISED_RATIONALE	0	0			stability_region=Highly Stable; dominant_state=up	frozen annotated Stable/Highly Stable directional representative ranking	RETAIN;RETAIN_WITH_REVISED_WORDING;PARTIALLY_RETAIN;DROP;REVIEW_FURTHER	RETAIN_WITH_REVISED_WORDING	Retain the existing representative candidate. Revise the rationale so it refers only to current FSF classification, annotation, and current GO/KEGG evidence. Do not introduce a new representative-selection analysis.
REP_068	OSM	Highly Stable Down	REPRESENTATIVE_FEATURE	RvY_05714-1	RETAIN_WITH_REVISED_RATIONALE	0	0			stability_region=Highly Stable; dominant_state=down	frozen annotated Stable/Highly Stable directional representative ranking	RETAIN;RETAIN_WITH_REVISED_WORDING;PARTIALLY_RETAIN;DROP;REVIEW_FURTHER	RETAIN_WITH_REVISED_WORDING	Retain the existing representative candidate. Revise the rationale so it refers only to current FSF classification, annotation, and current GO/KEGG evidence. Do not introduce a new representative-selection analysis.
REP_069	OSM	Highly Stable Up	REPRESENTATIVE_FEATURE	RvY_06484-1	RETAIN_WITH_REVISED_RATIONALE	0	0			stability_region=Highly Stable; dominant_state=up	frozen annotated Stable/Highly Stable directional representative ranking	RETAIN;RETAIN_WITH_REVISED_WORDING;PARTIALLY_RETAIN;DROP;REVIEW_FURTHER	RETAIN_WITH_REVISED_WORDING	Retain the existing representative candidate. Revise the rationale so it refers only to current FSF classification, annotation, and current GO/KEGG evidence. Do not introduce a new representative-selection analysis.
REP_070	OSM	Highly Stable Up	REPRESENTATIVE_FEATURE	RvY_07146-1	RETAIN_WITH_REVISED_RATIONALE	0	0			stability_region=Highly Stable; dominant_state=up	frozen annotated Stable/Highly Stable directional representative ranking	RETAIN;RETAIN_WITH_REVISED_WORDING;PARTIALLY_RETAIN;DROP;REVIEW_FURTHER	RETAIN_WITH_REVISED_WORDING	Retain the existing representative candidate. Revise the rationale so it refers only to current FSF classification, annotation, and current GO/KEGG evidence. Do not introduce a new representative-selection analysis.
REP_071	OSM	Highly Stable Up	REPRESENTATIVE_FEATURE	RvY_07721-1	RETAIN_WITH_REVISED_RATIONALE	0	0			stability_region=Highly Stable; dominant_state=up	frozen annotated Stable/Highly Stable directional representative ranking	RETAIN;RETAIN_WITH_REVISED_WORDING;PARTIALLY_RETAIN;DROP;REVIEW_FURTHER	RETAIN_WITH_REVISED_WORDING	Retain the existing representative candidate. Revise the rationale so it refers only to current FSF classification, annotation, and current GO/KEGG evidence. Do not introduce a new representative-selection analysis.
REP_072	OSM	Highly Stable Up	REPRESENTATIVE_FEATURE	RvY_09968-1	RETAIN_WITH_REVISED_RATIONALE	0	0			stability_region=Highly Stable; dominant_state=up	frozen annotated Stable/Highly Stable directional representative ranking	RETAIN;RETAIN_WITH_REVISED_WORDING;PARTIALLY_RETAIN;DROP;REVIEW_FURTHER	RETAIN_WITH_REVISED_WORDING	Retain the existing representative candidate. Revise the rationale so it refers only to current FSF classification, annotation, and current GO/KEGG evidence. Do not introduce a new representative-selection analysis.
